Source,Orbit,StartTime,EndTime,StartSeconds,EndSeconds,Duration
WalkerDelta_35,3,2024-01-01 00:21:30,2024-01-01 00:23:25,1290.0,1405.0,115
WalkerDelta_34,3,2024-01-01 00:30:25,2024-01-01 00:33:25,1825.0,2005.0,180
WalkerDelta_12,1,2024-01-01 00:36:40,2024-01-01 00:38:20,2200.0,2300.0,100
WalkerDelta_44,3,2024-01-01 00:39:30,2024-01-01 00:43:00,2370.0,2580.0,210
WalkerDelta_8,0,2024-01-01 00:44:35,2024-01-01 00:47:05,2675.0,2825.0,150
WalkerDelta_22,1,2024-01-01 00:45:15,2024-01-01 00:47:20,2715.0,2840.0,125
WalkerDelta_43,3,2024-01-01 00:48:40,2024-01-01 00:52:25,2920.0,3145.0,225
WalkerDelta_50,4,2024-01-01 00:51:25,2024-01-01 00:52:35,3085.0,3155.0,70
WalkerDelta_7,0,2024-01-01 00:53:05,2024-01-01 00:56:20,3185.0,3380.0,195
WalkerDelta_21,1,2024-01-01 00:54:05,2024-01-01 00:56:15,3245.0,3375.0,130
WalkerDelta_42,3,2024-01-01 00:58:00,2024-01-01 01:01:40,3480.0,3700.0,220
WalkerDelta_49,4,2024-01-01 01:00:40,2024-01-01 01:02:35,3640.0,3755.0,115
WalkerDelta_6,0,2024-01-01 01:01:50,2024-01-01 01:05:30,3710.0,3930.0,220
WalkerDelta_20,1,2024-01-01 01:03:05,2024-01-01 01:05:15,3785.0,3915.0,130
WalkerDelta_62,5,2024-01-01 01:05:25,2024-01-01 01:07:55,3925.0,4075.0,150
WalkerDelta_41,3,2024-01-01 01:07:30,2024-01-01 01:10:45,4050.0,4245.0,195
WalkerDelta_48,4,2024-01-01 01:10:00,2024-01-01 01:12:05,4200.0,4325.0,125
WalkerDelta_5,0,2024-01-01 01:10:50,2024-01-01 01:14:35,4250.0,4475.0,225
WalkerDelta_19,1,2024-01-01 01:12:10,2024-01-01 01:14:05,4330.0,4445.0,115
WalkerDelta_61,5,2024-01-01 01:14:10,2024-01-01 01:17:45,4450.0,4665.0,215
WalkerDelta_40,3,2024-01-01 01:17:20,2024-01-01 01:18:50,4640.0,4730.0,90
WalkerDelta_47,4,2024-01-01 01:19:15,2024-01-01 01:21:30,4755.0,4890.0,135
WalkerDelta_4,0,2024-01-01 01:19:55,2024-01-01 01:23:30,4795.0,5010.0,215
WalkerDelta_18,1,2024-01-01 01:21:20,2024-01-01 01:22:50,4880.0,4970.0,90
WalkerDelta_60,5,2024-01-01 01:23:00,2024-01-01 01:27:05,4980.0,5225.0,245
WalkerDelta_46,4,2024-01-01 01:28:40,2024-01-01 01:30:45,5320.0,5445.0,125
WalkerDelta_3,0,2024-01-01 01:29:35,2024-01-01 01:32:10,5375.0,5530.0,155
WalkerDelta_17,1,2024-01-01 01:30:35,2024-01-01 01:31:30,5435.0,5490.0,55
WalkerDelta_59,5,2024-01-01 01:31:55,2024-01-01 01:36:00,5515.0,5760.0,245
WalkerDelta_24,2,2024-01-01 01:37:55,2024-01-01 01:40:10,5875.0,6010.0,135
WalkerDelta_45,4,2024-01-01 01:38:05,2024-01-01 01:39:55,5885.0,5995.0,110
WalkerDelta_16,1,2024-01-01 01:40:00,2024-01-01 01:40:10,6000.0,6010.0,10
WalkerDelta_58,5,2024-01-01 01:40:55,2024-01-01 01:44:50,6055.0,6290.0,235
WalkerDelta_23,2,2024-01-01 01:46:15,2024-01-01 01:49:50,6375.0,6590.0,215
WalkerDelta_55,4,2024-01-01 01:47:40,2024-01-01 01:48:55,6460.0,6535.0,75
WalkerDelta_57,5,2024-01-01 01:50:15,2024-01-01 01:53:30,6615.0,6810.0,195
WalkerDelta_33,2,2024-01-01 01:55:25,2024-01-01 01:59:15,6925.0,7155.0,230
WalkerDelta_54,4,2024-01-01 01:57:15,2024-01-01 01:57:50,7035.0,7070.0,35
WalkerDelta_56,5,2024-01-01 02:00:05,2024-01-01 02:01:55,7205.0,7315.0,110
WalkerDelta_32,2,2024-01-01 02:04:50,2024-01-01 02:08:40,7490.0,7720.0,230
WalkerDelta_31,2,2024-01-01 02:14:15,2024-01-01 02:17:55,8055.0,8275.0,220
WalkerDelta_30,2,2024-01-01 02:23:50,2024-01-01 02:27:15,8630.0,8835.0,205
WalkerDelta_29,2,2024-01-01 02:33:35,2024-01-01 02:36:05,9215.0,9365.0,150
WalkerDelta_52,4,2024-01-01 04:24:55,2024-01-01 04:27:25,15895.0,16045.0,150
WalkerDelta_30,2,2024-01-01 04:31:40,2024-01-01 04:32:55,16300.0,16375.0,75
WalkerDelta_51,4,2024-01-01 04:34:00,2024-01-01 04:37:10,16440.0,16630.0,190
WalkerDelta_15,1,2024-01-01 04:39:35,2024-01-01 04:41:25,16775.0,16885.0,110
WalkerDelta_29,2,2024-01-01 04:39:55,2024-01-01 04:41:50,16795.0,16910.0,115
WalkerDelta_50,4,2024-01-01 04:43:05,2024-01-01 04:46:40,16985.0,17200.0,215
WalkerDelta_14,1,2024-01-01 04:47:50,2024-01-01 04:50:45,17270.0,17445.0,175
WalkerDelta_28,2,2024-01-01 04:48:40,2024-01-01 04:50:50,17320.0,17450.0,130
WalkerDelta_49,4,2024-01-01 04:52:20,2024-01-01 04:56:00,17540.0,17760.0,220
WalkerDelta_56,5,2024-01-01 04:55:00,2024-01-01 04:56:35,17700.0,17795.0,95
WalkerDelta_13,1,2024-01-01 04:56:30,2024-01-01 05:00:00,17790.0,18000.0,210
WalkerDelta_27,2,2024-01-01 04:57:35,2024-01-01 04:59:50,17855.0,17990.0,135
WalkerDelta_5,0,2024-01-01 05:00:10,2024-01-01 05:01:50,18010.0,18110.0,100
WalkerDelta_48,4,2024-01-01 05:01:40,2024-01-01 05:05:15,18100.0,18315.0,215
WalkerDelta_66,5,2024-01-01 05:04:20,2024-01-01 05:06:20,18260.0,18380.0,120
WalkerDelta_12,1,2024-01-01 05:05:20,2024-01-01 05:09:05,18320.0,18545.0,225
WalkerDelta_26,2,2024-01-01 05:06:35,2024-01-01 05:08:45,18395.0,18525.0,130
WalkerDelta_4,0,2024-01-01 05:08:45,2024-01-01 05:11:50,18525.0,18710.0,185
WalkerDelta_47,4,2024-01-01 05:11:15,2024-01-01 05:13:55,18675.0,18835.0,160
WalkerDelta_65,5,2024-01-01 05:13:35,2024-01-01 05:15:45,18815.0,18945.0,130
WalkerDelta_22,1,2024-01-01 05:14:20,2024-01-01 05:18:05,18860.0,19085.0,225
WalkerDelta_25,2,2024-01-01 05:15:45,2024-01-01 05:17:30,18945.0,19050.0,105
WalkerDelta_3,0,2024-01-01 05:17:30,2024-01-01 05:21:30,19050.0,19290.0,240
WalkerDelta_64,5,2024-01-01 05:22:55,2024-01-01 05:25:05,19375.0,19505.0,130
WalkerDelta_21,1,2024-01-01 05:23:35,2024-01-01 05:26:55,19415.0,19615.0,200
WalkerDelta_24,2,2024-01-01 05:25:00,2024-01-01 05:26:15,19500.0,19575.0,75
WalkerDelta_2,0,2024-01-01 05:26:25,2024-01-01 05:30:30,19585.0,19830.0,245
WalkerDelta_63,5,2024-01-01 05:32:20,2024-01-01 05:34:15,19940.0,20055.0,115
WalkerDelta_42,3,2024-01-01 05:32:55,2024-01-01 05:34:15,19975.0,20055.0,80
WalkerDelta_20,1,2024-01-01 05:33:40,2024-01-01 05:35:20,20020.0,20120.0,100
WalkerDelta_23,2,2024-01-01 05:34:20,2024-01-01 05:34:55,20060.0,20095.0,35
WalkerDelta_1,0,2024-01-01 05:35:25,2024-01-01 05:39:25,20125.0,20365.0,240
WalkerDelta_41,3,2024-01-01 05:41:05,2024-01-01 05:44:05,20465.0,20645.0,180
WalkerDelta_62,5,2024-01-01 05:41:50,2024-01-01 05:43:25,20510.0,20605.0,95
WalkerDelta_11,0,2024-01-01 05:44:30,2024-01-01 05:48:10,20670.0,20890.0,220
WalkerDelta_40,3,2024-01-01 05:49:50,2024-01-01 05:53:35,20990.0,21215.0,225
WalkerDelta_61,5,2024-01-01 05:51:25,2024-01-01 05:52:25,21085.0,21145.0,60
WalkerDelta_10,0,2024-01-01 05:54:05,2024-01-01 05:56:45,21245.0,21405.0,160
WalkerDelta_39,3,2024-01-01 05:59:10,2024-01-01 06:03:00,21550.0,21780.0,230
WalkerDelta_60,5,2024-01-01 06:01:00,2024-01-01 06:01:15,21660.0,21675.0,15
WalkerDelta_38,3,2024-01-01 06:08:30,2024-01-01 06:12:20,22110.0,22340.0,230
WalkerDelta_37,3,2024-01-01 06:18:00,2024-01-01 06:21:35,22680.0,22895.0,215
WalkerDelta_36,3,2024-01-01 06:27:40,2024-01-01 06:30:45,23260.0,23445.0,185
WalkerDelta_35,3,2024-01-01 06:37:45,2024-01-01 06:39:15,23865.0,23955.0,90
WalkerDelta_59,5,2024-01-01 08:19:25,2024-01-01 08:21:15,29965.0,30075.0,110
WalkerDelta_58,5,2024-01-01 08:28:25,2024-01-01 08:31:20,30505.0,30680.0,175
WalkerDelta_36,3,2024-01-01 08:34:45,2024-01-01 08:36:25,30885.0,30985.0,100
WalkerDelta_57,5,2024-01-01 08:37:30,2024-01-01 08:40:55,31050.0,31255.0,205
WalkerDelta_32,2,2024-01-01 08:42:40,2024-01-01 08:45:10,31360.0,31510.0,150
WalkerDelta_35,3,2024-01-01 08:43:20,2024-01-01 08:45:25,31400.0,31525.0,125
WalkerDelta_56,5,2024-01-01 08:46:40,2024-01-01 08:50:20,31600.0,31820.0,220
WalkerDelta_10,0,2024-01-01 08:49:20,2024-01-01 08:50:25,31760.0,31825.0,65
WalkerDelta_31,2,2024-01-01 08:51:10,2024-01-01 08:54:25,31870.0,32065.0,195
WalkerDelta_34,3,2024-01-01 08:52:10,2024-01-01 08:54:20,31930.0,32060.0,130
WalkerDelta_66,5,2024-01-01 08:55:55,2024-01-01 08:59:35,32155.0,32375.0,220
WalkerDelta_9,0,2024-01-01 08:58:40,2024-01-01 09:00:25,32320.0,32425.0,105
WalkerDelta_30,2,2024-01-01 09:00:00,2024-01-01 09:03:35,32400.0,32615.0,215
WalkerDelta_44,3,2024-01-01 09:01:10,2024-01-01 09:03:20,32470.0,32600.0,130
WalkerDelta_22,1,2024-01-01 09:03:25,2024-01-01 09:05:55,32605.0,32755.0,150
WalkerDelta_65,5,2024-01-01 09:05:20,2024-01-01 09:08:45,32720.0,32925.0,205
WalkerDelta_8,0,2024-01-01 09:07:55,2024-01-01 09:10:00,32875.0,33000.0,125
WalkerDelta_29,2,2024-01-01 09:08:55,2024-01-01 09:12:40,32935.0,33160.0,225
WalkerDelta_43,3,2024-01-01 09:10:10,2024-01-01 09:12:10,33010.0,33130.0,120
WalkerDelta_21,1,2024-01-01 09:12:05,2024-01-01 09:15:50,33125.0,33350.0,225
WalkerDelta_64,5,2024-01-01 09:15:10,2024-01-01 09:16:55,33310.0,33415.0,105
WalkerDelta_7,0,2024-01-01 09:17:15,2024-01-01 09:19:25,33435.0,33565.0,130
WalkerDelta_28,2,2024-01-01 09:17:55,2024-01-01 09:21:35,33475.0,33695.0,220
WalkerDelta_42,3,2024-01-01 09:19:25,2024-01-01 09:20:55,33565.0,33655.0,90
WalkerDelta_20,1,2024-01-01 09:21:00,2024-01-01 09:25:05,33660.0,33905.0,245
WalkerDelta_6,0,2024-01-01 09:26:35,2024-01-01 09:28:40,33995.0,34120.0,125
WalkerDelta_27,2,2024-01-01 09:27:35,2024-01-01 09:30:15,34055.0,34215.0,160
WalkerDelta_41,3,2024-01-01 09:28:40,2024-01-01 09:29:35,34120.0,34175.0,55
WalkerDelta_19,1,2024-01-01 09:29:55,2024-01-01 09:34:00,34195.0,34440.0,245
WalkerDelta_48,4,2024-01-01 09:35:55,2024-01-01 09:38:15,34555.0,34695.0,140
WalkerDelta_5,0,2024-01-01 09:36:00,2024-01-01 09:37:50,34560.0,34670.0,110
WalkerDelta_40,3,2024-01-01 09:38:05,2024-01-01 09:38:20,34685.0,34700.0,15
WalkerDelta_18,1,2024-01-01 09:38:55,2024-01-01 09:42:50,34735.0,34970.0,235
WalkerDelta_47,4,2024-01-01 09:44:15,2024-01-01 09:47:50,35055.0,35270.0,215
WalkerDelta_4,0,2024-01-01 09:45:35,2024-01-01 09:46:55,35135.0,35215.0,80
WalkerDelta_17,1,2024-01-01 09:48:20,2024-01-01 09:51:30,35300.0,35490.0,190
WalkerDelta_46,4,2024-01-01 09:53:30,2024-01-01 09:57:20,35610.0,35840.0,230
WalkerDelta_3,0,2024-01-01 09:55:10,2024-01-01 09:55:50,35710.0,35750.0,40
WalkerDelta_16,1,2024-01-01 09:58:10,2024-01-01 09:59:50,35890.0,35990.0,100
WalkerDelta_45,4,2024-01-01 10:02:50,2024-01-01 10:06:40,36170.0,36400.0,230
WalkerDelta_55,4,2024-01-01 10:12:15,2024-01-01 10:16:00,36735.0,36960.0,225
WalkerDelta_54,4,2024-01-01 10:21:50,2024-01-01 10:25:15,37310.0,37515.0,205
WalkerDelta_53,4,2024-01-01 10:31:40,2024-01-01 10:34:05,37900.0,38045.0,145
WalkerDelta_1,0,2024-01-01 12:22:55,2024-01-01 12:25:20,44575.0,44720.0,145
WalkerDelta_54,4,2024-01-01 12:29:55,2024-01-01 12:30:55,44995.0,45055.0,60
WalkerDelta_11,0,2024-01-01 12:31:55,2024-01-01 12:35:05,45115.0,45305.0,190
WalkerDelta_39,3,2024-01-01 12:37:45,2024-01-01 12:39:30,45465.0,45570.0,105
WalkerDelta_53,4,2024-01-01 12:38:05,2024-01-01 12:39:55,45485.0,45595.0,110
WalkerDelta_10,0,2024-01-01 12:41:00,2024-01-01 12:44:40,45660.0,45880.0,220
WalkerDelta_38,3,2024-01-01 12:45:55,2024-01-01 12:48:50,45955.0,46130.0,175
WalkerDelta_52,4,2024-01-01 12:46:45,2024-01-01 12:48:55,46005.0,46135.0,130
WalkerDelta_9,0,2024-01-01 12:50:15,2024-01-01 12:54:00,46215.0,46440.0,225
WalkerDelta_16,1,2024-01-01 12:53:00,2024-01-01 12:54:30,46380.0,46470.0,90
WalkerDelta_37,3,2024-01-01 12:54:35,2024-01-01 12:58:00,46475.0,46680.0,205
WalkerDelta_51,4,2024-01-01 12:55:40,2024-01-01 12:57:50,46540.0,46670.0,130
WalkerDelta_29,2,2024-01-01 12:58:15,2024-01-01 12:59:55,46695.0,46795.0,100
WalkerDelta_8,0,2024-01-01 12:59:35,2024-01-01 13:03:10,46775.0,46990.0,215
WalkerDelta_15,1,2024-01-01 13:02:15,2024-01-01 13:04:15,46935.0,47055.0,120
WalkerDelta_36,3,2024-01-01 13:03:25,2024-01-01 13:07:10,47005.0,47230.0,225
WalkerDelta_50,4,2024-01-01 13:04:40,2024-01-01 13:06:45,47080.0,47205.0,125
WalkerDelta_28,2,2024-01-01 13:06:45,2024-01-01 13:09:55,47205.0,47395.0,190
WalkerDelta_7,0,2024-01-01 13:09:10,2024-01-01 13:11:55,47350.0,47515.0,165
WalkerDelta_14,1,2024-01-01 13:11:35,2024-01-01 13:13:45,47495.0,47625.0,130
WalkerDelta_35,3,2024-01-01 13:12:25,2024-01-01 13:16:10,47545.0,47770.0,225
WalkerDelta_49,4,2024-01-01 13:13:45,2024-01-01 13:15:35,47625.0,47735.0,110
WalkerDelta_27,2,2024-01-01 13:15:35,2024-01-01 13:19:35,47735.0,47975.0,240
WalkerDelta_13,1,2024-01-01 13:20:55,2024-01-01 13:23:05,48055.0,48185.0,130
WalkerDelta_34,3,2024-01-01 13:21:35,2024-01-01 13:25:00,48095.0,48300.0,205
WalkerDelta_48,4,2024-01-01 13:23:00,2024-01-01 13:24:20,48180.0,48260.0,80
WalkerDelta_26,2,2024-01-01 13:24:30,2024-01-01 13:28:35,48270.0,48515.0,245
WalkerDelta_12,1,2024-01-01 13:30:15,2024-01-01 13:32:15,48615.0,48735.0,120
WalkerDelta_66,5,2024-01-01 13:30:55,2024-01-01 13:32:10,48655.0,48730.0,75
WalkerDelta_44,3,2024-01-01 13:31:40,2024-01-01 13:33:30,48700.0,48810.0,110
WalkerDelta_47,4,2024-01-01 13:32:20,2024-01-01 13:33:00,48740.0,48780.0,40
WalkerDelta_25,2,2024-01-01 13:33:30,2024-01-01 13:37:30,48810.0,49050.0,240
WalkerDelta_65,5,2024-01-01 13:39:05,2024-01-01 13:42:00,49145.0,49320.0,175
WalkerDelta_22,1,2024-01-01 13:39:45,2024-01-01 13:41:25,49185.0,49285.0,100
WalkerDelta_24,2,2024-01-01 13:42:35,2024-01-01 13:46:15,49355.0,49575.0,220
WalkerDelta_64,5,2024-01-01 13:47:45,2024-01-01 13:51:30,49665.0,49890.0,225
WalkerDelta_21,1,2024-01-01 13:49:20,2024-01-01 13:50:25,49760.0,49825.0,65
WalkerDelta_23,2,2024-01-01 13:52:10,2024-01-01 13:54:50,49930.0,50090.0,160
WalkerDelta_63,5,2024-01-01 13:57:05,2024-01-01 14:00:55,50225.0,50455.0,230
WalkerDelta_20,1,2024-01-01 13:58:55,2024-01-01 13:59:20,50335.0,50360.0,25
WalkerDelta_62,5,2024-01-01 14:06:30,2024-01-01 14:10:15,50790.0,51015.0,225
WalkerDelta_61,5,2024-01-01 14:16:00,2024-01-01 14:19:35,51360.0,51575.0,215
WalkerDelta_60,5,2024-01-01 14:25:40,2024-01-01 14:28:45,51940.0,52125.0,185
WalkerDelta_59,5,2024-01-01 14:35:40,2024-01-01 14:37:10,52540.0,52630.0,90
WalkerDelta_19,1,2024-01-01 16:17:25,2024-01-01 16:19:15,58645.0,58755.0,110
WalkerDelta_18,1,2024-01-01 16:26:25,2024-01-01 16:29:15,59185.0,59355.0,170
WalkerDelta_60,5,2024-01-01 16:32:50,2024-01-01 16:34:25,59570.0,59665.0,95
WalkerDelta_17,1,2024-01-01 16:35:30,2024-01-01 16:38:55,59730.0,59935.0,205
WalkerDelta_45,4,2024-01-01 16:40:45,2024-01-01 16:43:10,60045.0,60190.0,145
WalkerDelta_59,5,2024-01-01 16:41:20,2024-01-01 16:43:20,60080.0,60200.0,120
WalkerDelta_16,1,2024-01-01 16:44:40,2024-01-01 16:48:20,60280.0,60500.0,220
WalkerDelta_23,2,2024-01-01 16:47:25,2024-01-01 16:48:15,60445.0,60495.0,50
WalkerDelta_55,4,2024-01-01 16:49:15,2024-01-01 16:52:25,60555.0,60745.0,190
WalkerDelta_58,5,2024-01-01 16:50:10,2024-01-01 16:52:20,60610.0,60740.0,130
WalkerDelta_15,1,2024-01-01 16:53:55,2024-01-01 16:57:40,60835.0,61060.0,225
WalkerDelta_33,2,2024-01-01 16:56:40,2024-01-01 16:58:25,61000.0,61105.0,105
WalkerDelta_54,4,2024-01-01 16:58:00,2024-01-01 17:01:35,61080.0,61295.0,215
WalkerDelta_57,5,2024-01-01 16:59:05,2024-01-01 17:01:20,61145.0,61280.0,135
WalkerDelta_35,3,2024-01-01 17:01:30,2024-01-01 17:03:55,61290.0,61435.0,145
WalkerDelta_14,1,2024-01-01 17:03:25,2024-01-01 17:06:45,61405.0,61605.0,200
WalkerDelta_32,2,2024-01-01 17:06:00,2024-01-01 17:08:00,61560.0,61680.0,120
WalkerDelta_53,4,2024-01-01 17:06:55,2024-01-01 17:10:40,61615.0,61840.0,225
WalkerDelta_56,5,2024-01-01 17:08:10,2024-01-01 17:10:10,61690.0,61810.0,120
WalkerDelta_34,3,2024-01-01 17:10:15,2024-01-01 17:13:50,61815.0,62030.0,215
WalkerDelta_13,1,2024-01-01 17:13:10,2024-01-01 17:15:00,61990.0,62100.0,110
WalkerDelta_31,2,2024-01-01 17:15:15,2024-01-01 17:17:25,62115.0,62245.0,130
WalkerDelta_52,4,2024-01-01 17:15:55,2024-01-01 17:19:35,62155.0,62375.0,220
WalkerDelta_66,5,2024-01-01 17:17:20,2024-01-01 17:18:55,62240.0,62335.0,95
WalkerDelta_44,3,2024-01-01 17:19:05,2024-01-01 17:23:10,62345.0,62590.0,245
WalkerDelta_30,2,2024-01-01 17:24:35,2024-01-01 17:26:45,62675.0,62805.0,130
WalkerDelta_51,4,2024-01-01 17:25:35,2024-01-01 17:28:20,62735.0,62900.0,165
WalkerDelta_65,5,2024-01-01 17:26:35,2024-01-01 17:27:35,62795.0,62855.0,60
WalkerDelta_43,3,2024-01-01 17:28:00,2024-01-01 17:32:05,62880.0,63125.0,245
WalkerDelta_8,0,2024-01-01 17:34:00,2024-01-01 17:36:05,63240.0,63365.0,125
WalkerDelta_29,2,2024-01-01 17:34:05,2024-01-01 17:35:55,63245.0,63355.0,110
WalkerDelta_64,5,2024-01-01 17:36:00,2024-01-01 17:36:20,63360.0,63380.0,20
WalkerDelta_42,3,2024-01-01 17:37:00,2024-01-01 17:40:55,63420.0,63655.0,235
WalkerDelta_7,0,2024-01-01 17:42:20,2024-01-01 17:45:45,63740.0,63945.0,205
WalkerDelta_28,2,2024-01-01 17:43:35,2024-01-01 17:45:00,63815.0,63900.0,85
WalkerDelta_41,3,2024-01-01 17:46:20,2024-01-01 17:49:40,63980.0,64180.0,200
WalkerDelta_6,0,2024-01-01 17:51:25,2024-01-01 17:55:15,64285.0,64515.0,230
WalkerDelta_27,2,2024-01-01 17:53:10,2024-01-01 17:53:55,64390.0,64435.0,45
WalkerDelta_40,3,2024-01-01 17:56:05,2024-01-01 17:58:05,64565.0,64685.0,120
WalkerDelta_5,0,2024-01-01 18:00:45,2024-01-01 18:04:35,64845.0,65075.0,230
WalkerDelta_4,0,2024-01-01 18:10:10,2024-01-01 18:13:55,65410.0,65635.0,225
WalkerDelta_3,0,2024-01-01 18:19:45,2024-01-01 18:23:10,65985.0,66190.0,205
WalkerDelta_2,0,2024-01-01 18:29:30,2024-01-01 18:32:05,66570.0,66725.0,155
WalkerDelta_25,2,2024-01-01 20:21:00,2024-01-01 20:23:20,73260.0,73400.0,140
WalkerDelta_3,0,2024-01-01 20:27:55,2024-01-01 20:28:55,73675.0,73735.0,60
WalkerDelta_24,2,2024-01-01 20:30:00,2024-01-01 20:33:10,73800.0,73990.0,190
WalkerDelta_63,5,2024-01-01 20:35:45,2024-01-01 20:37:20,74145.0,74240.0,95
WalkerDelta_2,0,2024-01-01 20:36:00,2024-01-01 20:37:50,74160.0,74270.0,110
WalkerDelta_23,2,2024-01-01 20:39:05,2024-01-01 20:42:40,74345.0,74560.0,215
WalkerDelta_62,5,2024-01-01 20:43:55,2024-01-01 20:46:45,74635.0,74805.0,170
WalkerDelta_1,0,2024-01-01 20:44:40,2024-01-01 20:46:50,74680.0,74810.0,130
WalkerDelta_33,2,2024-01-01 20:48:20,2024-01-01 20:52:00,74900.0,75120.0,220
WalkerDelta_40,3,2024-01-01 20:51:05,2024-01-01 20:52:30,75065.0,75150.0,85
WalkerDelta_61,5,2024-01-01 20:52:35,2024-01-01 20:56:00,75155.0,75360.0,205
WalkerDelta_11,0,2024-01-01 20:53:35,2024-01-01 20:55:50,75215.0,75350.0,135
WalkerDelta_53,4,2024-01-01 20:56:25,2024-01-01 20:57:40,75385.0,75460.0,75
WalkerDelta_32,2,2024-01-01 20:57:40,2024-01-01 21:01:15,75460.0,75675.0,215
WalkerDelta_39,3,2024-01-01 21:00:20,2024-01-01 21:02:20,75620.0,75740.0,120
WalkerDelta_60,5,2024-01-01 21:01:25,2024-01-01 21:05:05,75685.0,75905.0,220
WalkerDelta_10,0,2024-01-01 21:02:35,2024-01-01 21:04:45,75755.0,75885.0,130
WalkerDelta_52,4,2024-01-01 21:04:55,2024-01-01 21:07:50,75895.0,76070.0,175
WalkerDelta_31,2,2024-01-01 21:07:15,2024-01-01 21:10:00,76035.0,76200.0,165
WalkerDelta_38,3,2024-01-01 21:09:40,2024-01-01 21:11:45,76180.0,76305.0,125
WalkerDelta_59,5,2024-01-01 21:10:25,2024-01-01 21:14:05,76225.0,76445.0,220
WalkerDelta_9,0,2024-01-01 21:11:45,2024-01-01 21:13:35,76305.0,76415.0,110
WalkerDelta_51,4,2024-01-01 21:13:40,2024-01-01 21:17:35,76420.0,76655.0,235
WalkerDelta_37,3,2024-01-01 21:18:55,2024-01-01 21:21:05,76735.0,76865.0,130
WalkerDelta_58,5,2024-01-01 21:19:30,2024-01-01 21:22:55,76770.0,76975.0,205
WalkerDelta_8,0,2024-01-01 21:20:55,2024-01-01 21:22:15,76855.0,76935.0,80
WalkerDelta_50,4,2024-01-01 21:22:35,2024-01-01 21:26:40,76955.0,77200.0,245
WalkerDelta_36,3,2024-01-01 21:28:20,2024-01-01 21:30:20,77300.0,77420.0,120
WalkerDelta_15,1,2024-01-01 21:29:20,2024-01-01 21:29:50,77360.0,77390.0,30
WalkerDelta_57,5,2024-01-01 21:29:35,2024-01-01 21:31:30,77375.0,77490.0,115
WalkerDelta_7,0,2024-01-01 21:30:15,2024-01-01 21:30:55,77415.0,77455.0,40
WalkerDelta_49,4,2024-01-01 21:31:30,2024-01-01 21:35:30,77490.0,77730.0,240
WalkerDelta_14,1,2024-01-01 21:37:15,2024-01-01 21:39:55,77835.0,77995.0,160
WalkerDelta_35,3,2024-01-01 21:37:50,2024-01-01 21:39:30,77870.0,77970.0,100
WalkerDelta_48,4,2024-01-01 21:40:30,2024-01-01 21:44:20,78030.0,78260.0,230
WalkerDelta_13,1,2024-01-01 21:45:45,2024-01-01 21:49:30,78345.0,78570.0,225
WalkerDelta_34,3,2024-01-01 21:47:25,2024-01-01 21:48:30,78445.0,78510.0,65
WalkerDelta_47,4,2024-01-01 21:50:05,2024-01-01 21:52:55,78605.0,78775.0,170
WalkerDelta_12,1,2024-01-01 21:55:05,2024-01-01 21:58:55,78905.0,79135.0,230
WalkerDelta_44,3,2024-01-01 21:57:00,2024-01-01 21:57:25,79020.0,79045.0,25
WalkerDelta_46,4,2024-01-01 22:00:05,2024-01-01 22:01:05,79205.0,79265.0,60
WalkerDelta_22,1,2024-01-01 22:04:25,2024-01-01 22:08:15,79465.0,79695.0,230
WalkerDelta_21,1,2024-01-01 22:13:55,2024-01-01 22:17:35,80035.0,80255.0,220
WalkerDelta_20,1,2024-01-01 22:23:30,2024-01-01 22:26:50,80610.0,80810.0,200
WalkerDelta_19,1,2024-01-01 22:33:25,2024-01-01 22:35:25,81205.0,81325.0,120
WalkerDelta_43,3,2024-01-02 00:15:35,2024-01-02 00:17:10,87335.0,87430.0,95
WalkerDelta_42,3,2024-01-02 00:24:30,2024-01-02 00:27:20,87870.0,88040.0,170
WalkerDelta_20,1,2024-01-02 00:30:50,2024-01-02 00:32:25,88250.0,88345.0,95
WalkerDelta_41,3,2024-01-02 00:33:35,2024-01-02 00:36:55,88415.0,88615.0,200
WalkerDelta_5,0,2024-01-02 00:38:45,2024-01-02 00:41:05,88725.0,88865.0,140
WalkerDelta_19,1,2024-01-02 00:39:20,2024-01-02 00:41:25,88760.0,88885.0,125
WalkerDelta_40,3,2024-01-02 00:42:45,2024-01-02 00:46:25,88965.0,89185.0,220
WalkerDelta_47,4,2024-01-02 00:45:25,2024-01-02 00:46:15,89125.0,89175.0,50
WalkerDelta_4,0,2024-01-02 00:47:15,2024-01-02 00:50:20,89235.0,89420.0,185
WalkerDelta_18,1,2024-01-02 00:48:10,2024-01-02 00:50:20,89290.0,89420.0,130
WalkerDelta_39,3,2024-01-02 00:52:00,2024-01-02 00:55:40,89520.0,89740.0,220
WalkerDelta_46,4,2024-01-02 00:54:40,2024-01-02 00:56:25,89680.0,89785.0,105
WalkerDelta_3,0,2024-01-02 00:56:00,2024-01-02 00:59:30,89760.0,89970.0,210
WalkerDelta_17,1,2024-01-02 00:57:05,2024-01-02 00:59:20,89825.0,89960.0,135
WalkerDelta_59,5,2024-01-02 00:59:35,2024-01-02 01:01:45,89975.0,90105.0,130
WalkerDelta_38,3,2024-01-02 01:01:25,2024-01-02 01:04:50,90085.0,90290.0,205
WalkerDelta_45,4,2024-01-02 01:04:00,2024-01-02 01:06:05,90240.0,90365.0,125
